cartodb_id,the_geom,the_geom_webmercator,name,address,phone,state,state_abb,status,distance,allhomes_zhvi_predenom_2016_08,closed_date,total_pop_area_2011_2015
294,0101000020E61000002C29779FE35D56C001FBE8D4954D4440,0101000020110F0000A5A35EDCFFFE62C122498EC64CE65241,JCPenney - Lincoln Square in Jacksonville,901 W Morton,(217) 245-9695,Illinois,IL,retaining,24140,172900,,194.598687728388
295,0101000020E610000078B81D1A161156C060217365502F4540,0101000020110F00000D752F53C5BD62C153AD39ED3FE65341,JCPenney - Shops @ Fox River in Johnsburg,2940 Commerce Dr,(815) 271-9147,Illinois,IL,retaining,24140,170900,,599.560059415523
296,0101000020E61000001DC9E53FA40A56C0A0FEB3E6C7C94440,0101000020110F0000670AD21A4CB862C1D07C397642725341,JCPenney - Louis Joliet Mall,3340 Mall Loop Dr Space 2,(815) 439-1400,Illinois,IL,retaining,24140,175000,,760.09370492402
297,0101000020E6100000CCEEC9C3424C56C01C430070EC214440,0101000020110F00003A1DC91607F062C1F50EFA9F94B55241,JCPenney - Yorktown S/C in Lombard,175 Yorktown S/C,(630) 629-7750,Illinois,IL,retaining,24140,,,2.64530330482547
298,0101000020E6100000983270404B7656C012842BA050014440,0101000020110F0000DCFA52F9B91363C101A31DCF5A915241,JCPenney - Macomb JCPenney,2304 E Jackson St,(309) 833-3636,Illinois,IL,closing,24140,,2015-09-13 00:00:00+00,490.694681918377
299,0101000020E6100000B4E6C75F5AEE55C03C66A032FEBF4440,0101000020110F00002CF7E19345A062C1B1DD5D5E27675341,JCPenney - Lincoln Marketplace in Matteson,4451 Promenade Way,(708) 441-6141,Illinois,IL,retaining,24140,149400,,275.616201723135
300,0101000020E610000053C0875CBA1556C014D044D8F0BD4340,0101000020110F000084D19883B6C162C1735CE5B5EE465241,JCPenney - Cross County Mall in Mattoon,700 Broadway Ave E Ste 1,(217) 235-3101,Illinois,IL,retaining,24140,,,31.8699846793931
301,0101000020E610000037177FDB13F955C03CF71E2E39C04440,0101000020110F0000356E455161A962C131D31A416A675341,JCPenney - Mokena Marketplace,11325 W Lincoln Hwy,(815) 277-4061,Illinois,IL,retaining,24140,274100,,384.374323975293
302,0101000020E6100000D9B11188D74B56C0BE88B663EA804240,0101000020110F0000230D0804ACEF62C1D4DCAFF709F05041,JCPenney - South Park Shpg Cntr in Moline,4651 27th St,(309) 797-1201,Illinois,IL,retaining,24140,,,761.647000144712
304,0101000020E6100000F2EEC8586D1256C06FBA6587F8DB4440,0101000020110F00004AA2C5D7E8BE62C15EB5E00DEF865341,JCPenney - Ogden Hill Of Montg in Montgomery,1100 Ogden Ave,(630) 851-5019,Illinois,IL,retaining,24140,230900,,1122.65308729479
305,0101000020E6100000C0B4A84F729B53C0999EB0C4030A4540,0101000020110F0000ABCFC77B04A760C11CB666A878BB5341,JCPenney - Times Sq Mall in Mt Vernon,115 Times Sq Mall,(618) 242-7080,Illinois,IL,retaining,24140,58900,,2178.35935852987
306,0101000020E6100000EF8FF7AA95F555C0923EADA23F064540,0101000020110F000041BDC9E169A662C1155746B329B75341,JCPenney - Golf Mill S/C in Niles,220 Golf Mill Ctr,(847) 299-8888,Illinois,IL,retaining,24140,270400,,1654.40681437521
307,0101000020E61000005C21ACC6121756C0D68F4DF223E64440,0101000020110F0000B4BE8606DBC262C16E855F2083925341,JCPenney - North Aurora Twn Ctr,1600 Orchard Gateway Blvd,(630) 301-6300,Illinois,IL,retaining,24140,231900,,399.966426286468
308,0101000020E610000004E621533EE855C018EAB0C22DED4440,0101000020110F0000E420E23A159B62C167B23AB3889A5341,JCPenney - North Riverside Mall,7507 W Cermak Rd,(708) 442-6600,Illinois,IL,retaining,24140,250000,,544.130922596692
309,0101000020E6100000F67EA31D37F655C05C57CC086FCF4440,0101000020110F00007AC0F0FFF2A662C1E21CACFBAD785341,JCPenney - Orland Square Mall in Orland Park,3 Orland Sq Dr,(708) 349-7300,Illinois,IL,retaining,24140,246200,,1657.2296665724
310,0101000020E6100000179D2CB5DE1656C069C70DBF9B304340,0101000020110F00008687C7CDAEC262C1E35ADDFC9EAC5141,JCPenney - Northwoods Shopg Ctr in Peoria,2200 W War Memorial Dr Ste 997,(309) 685-6111,Illinois,IL,retaining,24140,,,1215.95328795196
311,0101000020E6100000CCEEC9C3424C56C01C430070EC214440,0101000020110F00003A1DC91607F062C1F50EFA9F94B55241,JCPenney - Peru Mall,4500 Peoria St (US 51),(815) 224-2033,Illinois,IL,closing,24140,,2015-09-21 00:00:00+00,2.64530330482547
312,0101000020E6100000A2F14410E74256C07B336ABE4A204540,0101000020110F0000A59A4F6B14E862C1EDF77349FFD45341,JCPenney - Quincy Mall,3203 Broadway,(217) 228-3000,Illinois,IL,retaining,24140,79400,,2258.30361625942
313,0101000020E6100000562B137EA93956C080D8D2A3A9EE4340,0101000020110F0000D704C4563BE062C1F0C2AEB4B17C5241,JCPenney - Cherryvale Mall in Rockford,7200 E Harrison Ave,(815) 332-5000,Illinois,IL,retaining,24140,,,87.4721690488555
314,0101000020E6100000890B40A3740256C0A9893E1F65064540,0101000020110F00008B03094D58B162C17E13339354B75341,JCPenney - Woodfield Mall in Schaumburg,3 Woodfield Mall,(847) 240-5000,Illinois,IL,retaining,24140,229600,,413.560746472813
315,0101000020E6100000C2A6CEA3E26656C0A4E36A6457E24340,0101000020110F0000E84658D0A30663C13073DE00126F5241,JCPenney - Dirksen Parkway Store in Springfield,1201 S Dirksen Pkwy,(217) 789-0550,Illinois,IL,retaining,24140,69700,,527.617805864502
316,0101000020E6100000EEC38BCF2E7D56C0A07A5A3453E74440,0101000020110F0000A0B6E0C3931963C127074DA2DC935341,JCPenney - Northland Mall in Sterling,2900 E Lincoln Way,(815) 626-5100,Illinois,IL,closing,24140,,2015-11-13 00:00:00+00,7.94830891638961
317,0101000020E6100000CCEEC9C3424C56C01C430070EC214440,0101000020110F00003A1DC91607F062C1F50EFA9F94B55241,JCPenney - Hawthorn Ctr in Vernon Hills,Rt 60 & Hwy 21,(847) 549-0788,Illinois,IL,retaining,24140,,,2.64530330482547
318,0101000020E61000008505F7031E0256C00C04013274E04440,0101000020110F00008AF88EBB0EB162C180CB8C41098C5341,JCPenney - Centerpointe-Woodrdg in Woodridge,7400 Woodward Ave,(630) 353-2800,Illinois,IL,closing,24140,248000,2014-03-10 00:00:00+00,1197.44267304243
319,0101000020E6100000D6A9F23D23A155C0D3BD4EEACB6E4340,0101000020110F0000DFB79A58B15E62C165698D7839F05141,JCPenney - Bedford Town Fair,1118 James Ave,(812) 279-6631,Indiana,IN,retaining,24140,85300,,475.131722453942
320,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - Greentree Mall in Clarksville,757 E Lewis & Clrk Pky Ste 701,(812) 282-0401,Indiana,IN,retaining,24140,120200,,169.255649320812
321,0101000020E6100000E415889E947955C05EBBB4E1B09C4340,0101000020110F0000306560CD183D62C177CE737969225241,JCPenney - Fairoaks Mall in Columbus,2252 25th St,(812) 372-8801,Indiana,IN,closing,24140,129200,2015-07-18 00:00:00+00,814.386900873259
322,0101000020E6100000AF946588634855C0B421FFCC20D64340,0101000020110F00001A0D6E7D511362C1E702ADB095615241,JCPenney - Connersville Plaza,3140 Virginia Ave,(765) 825-3159,Indiana,IN,closing,24140,64200,2016-07-29 00:00:00+00,154.758868327632
323,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - Concord Mall in Elkhart,3701 S Main St (US 33),(574) 875-8531,Indiana,IN,retaining,24140,120200,,169.255649320812
324,0101000020E6100000ED612F14B0DF55C094F8DC09F6FD4240,0101000020110F000078A5B10DD19362C19BE7B7F4E5755141,JCPenney - Eastland Mall in Evansville,800 N Green River Rd,(812) 477-7222,Indiana,IN,retaining,24140,121000,,186.779363664593
325,0101000020E610000062BF27D6A94855C0683C11C4798E4440,0101000020110F0000EB8AEE328D1362C1EEFE7E392B2F5341,JCPenney - Glenbrook Mall in Fort Wayne,4201 Coldwater Rd,(260) 482-4661,Indiana,IN,retaining,24140,69700,,582.514788408852
326,0101000020E6100000F2EA1C03B28555C0C504357C0B414440,0101000020110F00008F5CF3D0624762C159803D1148D85241,JCPenney - Greenwood Park Mall,1251 US 31 N,(317) 882-7339,Indiana,IN,retaining,24140,65400,,47.9523263522439
327,0101000020E61000001E6FF25B746055C0E3DF675C38724440,0101000020110F00008020B9E1C12762C1016E4EE15E0F5341,JCPenney - Huntington Plaza,1980 N Jefferson St,(260) 356-6914,Indiana,IN,closing,24140,75900,2016-09-20 00:00:00+00,590.585482101987
328,0101000020E6100000B7990AF1488455C06649809A5AF44340,0101000020110F0000FF23AA28304662C1AF717E58FE825241,JCPenney - Castleton Sq Mall in Indianapolis,6020 E 82nd St Ste 700,(317) 849-6500,Indiana,IN,retaining,24140,169900,,376.199611464512
329,0101000020E61000002B85402E718E55C07C65DEAAEBF44340,0101000020110F0000BFA3F08AD04E62C16CED89F79E835241,JCPenney - Nw Pavilon @ Mich Rd in Indianapolis,8752 Michigan Rd,(317) 334-0353,Indiana,IN,retaining,24140,120200,,80.0490881258241
330,0101000020E6100000DF516342CC7955C0FF942A51F6D84440,0101000020110F0000FC30B00E483D62C1EB28BCD882835341,JCPenney - Jasper Manor Ctr,839 3rd Ave,(812) 482-5832,Indiana,IN,closing,24140,76900,2012-11-04 00:00:00+00,164.687898503478
331,0101000020E610000058703FE0817F55C009FEB7921DD74440,0101000020110F0000C13DAA68214262C16FADE63369815341,JCPenney - Kokomo Mall,1718 E Blvd,(765) 457-8121,Indiana,IN,retaining,24140,117500,,1135.29412724748
332,0101000020E6100000D042024697B655C030F2B22616324440,0101000020110F0000F60CEDBAE97062C14F43C34496C75241,JCPenney - Tippecanoe Mall in Lafayette,2415 Sagamore Pkwy S 52,(765) 447-3161,Indiana,IN,retaining,24140,131900,,198.049160924535
333,0101000020E6100000A27A6B60AB7555C0EB8F300C589E4440,0101000020110F0000F7DC5272C63962C1A985D5D812415341,JCPenney - Logansport Mall,3936 E Market St,(574) 753-6216,Indiana,IN,closing,24140,122400,2012-06-28 00:00:00+00,2124.36108667285
334,0101000020E61000005038BBB54C5855C08AC91B60E6634340,0101000020110F000085B92DD7D42062C11D01AD8658E45141,JCPenney - River Point Mall in Madison,435 E Clifty Dr,(812) 273-6700,Indiana,IN,retaining,24140,107400,,148.420089157183
335,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - Westfld S/T @ S Lake in Merrillville,1890 Southlake Mall,(219) 738-2155,Indiana,IN,retaining,24140,120200,,169.255649320812
336,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - Marquette Mall in Michigan City,201 W US 20,(219) 879-7361,Indiana,IN,retaining,24140,120200,,169.255649320812
337,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - University Park Mall in Mishawaka,6501 N Grape Rd,(574) 277-6000,Indiana,IN,retaining,24140,120200,,169.255649320812
338,0101000020E6100000143DF031584F55C0F530B43A39274440,0101000020110F000083BF96CE391962C14ABC76377BBB5241,JCPenney - Muncie Mall,3501 Granville Ave,(765) 288-8891,Indiana,IN,retaining,24140,71600,,34.0103155441608
339,0101000020E610000079909E22877B55C0446B459BE3FE4340,0101000020110F000013402831C03E62C15C42AA49AA8E5241,JCPenney - Hamilton Towne Ctr in Noblesville,13900 Hoard Dr,(317) 773-0670,Indiana,IN,retaining,24140,157700,,813.924447083631
340,0101000020E6100000098A1F63EE9655C0E54350357ADB4340,0101000020110F0000B4AE6A3F065662C14C8EFB2B7D675241,JCPenney - Metropolis in Plainfield,2611 E Main St,(317) 837-0042,Indiana,IN,retaining,24140,151000,,537.866527465515
341,0101000020E6100000030B60CAC09455C081E9B46E83AE4440,0101000020110F000088E241AE2C5462C1B4A94E6B5A535341,JCPenney - Pilgrim Place Mall in Plymouth,1350 Pilgrim Ln,(574) 936-2526,Indiana,IN,retaining,24140,119400,,258.041073023118
342,0101000020E6100000FDC79D2D7B3555C0E24DC81869EA4340,0101000020110F00002AC34493420362C17B78B488FD775241,JCPenney - Richmond Square,4199 National Rd E,(765) 966-2551,Indiana,IN,retaining,24140,70700,,134.153113965157
344,0101000020E6100000287D21E4BC7755C07786A92D757A4340,0101000020110F0000F3E4D429883B62C1E2488FD0F3FC5141,JCPenney - Jackson Park Shp Ctr in Seymour,1224 E Tipton St,(812) 522-4149,Indiana,IN,retaining,24140,114400,,728.274653861873
345,0101000020E6100000DA73999A049055C0003B376DC6F34340,0101000020110F00001505932B275062C1063BCF495A825241,JCPenney - Honey Creek Square in Terre Haute,3401 S US 41,(812) 232-3881,Indiana,IN,retaining,24140,120200,,169.255649320812
346,0101000020E6100000774D486B0CC155C089CE328B50BC4440,0101000020110F00005089476ECB7962C1A2C045CAFB625341,JCPenney - Porters Vale in Valparaiso,410 Porters Vale Blvd,(219) 531-0596,Indiana,IN,retaining,24140,173400,,134.039681268788
347,0101000020E6100000A8B0ADFA37E055C009D16BFD3E584340,0101000020110F0000B7594579449462C12011AE47A8D75141,JCPenney - Vincennes Plaza,640 Niblack Blvd,(812) 882-8030,Indiana,IN,retaining,24140,92800,,2418.21501926766
348,0101000020E6100000F06C8FDE70E256C01EC6A4BF977C4440,0101000020110F00008A4EB160936F63C17EF33B0A081B5341,JCPenney - North Grand Mall in Ames,2901 N Grand Ave,(515) 233-3450,Iowa,IA,retaining,24140,,,105.002137530441
349,0101000020E6100000A968ACFD9DB757C079E8BB5B59084540,0101000020110F00001280D358A02464C1D19150C990B95341,JCPenney - Adams Street Store in Carroll,504 N Adams St,(712) 792-2843,Iowa,IA,retaining,24140,,,294.618939267471
350,0101000020E6100000C2FA3F87F9ED56C0369204E10AFA4440,0101000020110F0000795F66125F7963C1556DDE8436A95341,JCPenney - Westdale Mall in Cedar Rapids,2400 Edgewood Rd SW,(319) 396-0777,Iowa,IA,retaining,24140,,,341.351069927438
351,0101000020E6100000F9D85DA0A4E656C08B355CE49ED84440,0101000020110F00000327BD04257363C15C4016691F835341,JCPenney - Coral Ridge Mall in Coralville,1471 Coral Ridge Ave,(319) 625-2540,Iowa,IA,retaining,24140,,,719.463664029819
352,0101000020E6100000357BA01518F857C035ED629AE99C4440,0101000020110F0000FCFC38FA625B64C1552D9104753F5341,JCPenney - The Marketplace in Council Bluffs,3333 Market Place Dr,(712) 366-1107,Iowa,IA,retaining,24140,96800,,163.1973810741
353,0101000020E61000004BCADDE7F8A456C0598638D6C5C74440,0101000020110F0000A0169FD15E3B63C183B7B6E7FA6F5341,JCPenney - Northpark Shopg Cntr in Davenport,320 W Kimberly Rd Ste 409,(563) 391-4800,Iowa,IA,retaining,24140,,,870.262068591543
354,0101000020E61000002657B1F84DF256C0D74CBED9E6A64540,0101000020110F0000FF1B15790C7D63C105B6F2A4C2705441,JCPenney - Decorah Store,101 W Water St,(563) 382-3441,Iowa,IA,closing,24140,,2015-10-16 00:00:00+00,815.498865290604
355,0101000020E6100000B7B3AF3C48AE56C0A1100187503F4540,0101000020110F00002E009EFB464363C1B1B50752A9F85341,JCPenney - Kennedy Mall in Dubuque,555 John F Kennedy Rd,(563) 588-4677,Iowa,IA,retaining,24140,,,449.780535185348
356,0101000020E6100000C46C1338A3D956C0EC0786BD9A344440,0101000020110F00008BBF0D5A196863C1F3AD822765CA5241,JCPenney - Crossroads Center in Fort Dodge,117 S 25th St Ste 1,(515) 576-7171,Iowa,IA,closing,24140,,2012-08-21 00:00:00+00,153.02294219956
357,0101000020E6100000DFDE35E84B3A57C0D6389B8E00024540,0101000020110F00001D2CE90531BA63C1B97CFBB44EB25341,JCPenney - Marshalltown Mall,2500 S Center St,(641) 753-5583,Iowa,IA,retaining,24140,,,347.027528312472
358,0101000020E61000006C425A63D04C57C0A12E52280B934540,0101000020110F00009806781DEBC963C1982837379D595441,JCPenney - Southbridge Mall in Mason City,100 S Federal Ave Ste 118a,(641) 423-6411,Iowa,IA,retaining,24140,,,965.291794833112
359,0101000020E6100000942F6821016057C0215A2BDA1C054540,0101000020110F000082353F8237DA63C157D3D025DDB55341,JCPenney - Penn Central Mall in Oskaloosa,300 A Ave W,(641) 673-8325,Iowa,IA,closing,24140,,2015-07-17 00:00:00+00,7.25084088774585
360,0101000020E61000004033880FEC1B57C06616A1D80A824440,0101000020110F0000134E8AFE64A063C1E73B21DD29215341,JCPenney - Quincy S/C in Ottumwa,1110 N Quincy Ave,(641) 682-7581,Iowa,IA,closing,24140,,2013-08-23 00:00:00+00,514.182950974751
361,0101000020E6100000C7F484251E1D57C04D840D4FAF324540,0101000020110F00008AE600F468A163C155D0071820EA5341,JCPenney - Southern Hills Mall in Sioux City,4340 Sergeant Rd,(712) 276-2747,Iowa,IA,retaining,24140,,,90.5312228373936
362,0101000020E610000069554B3ACADE56C0575C1C959BA04540,0101000020110F000061401496796C63C149D1D0F46A695441,JCPenney - Southpark Mall in Spencer,901 11th Ave SW Ste 34,(712) 262-4225,Iowa,IA,retaining,24140,,,61.9928460402336
363,0101000020E610000004594FADBECA56C0B0AC342905694440,0101000020110F0000B5AFCD5B735B63C108AC113F0A055341,JCPenney - Westland Mall in W Burlington,550 S Gear Ave,(319) 753-5145,Iowa,IA,retaining,24140,,,150.189740178312
364,0101000020E6100000E292E34EE96F57C09A79724D81CC4440,0101000020110F00007732B302BAE763C1E9F0AF5D5A755341,JCPenney - Valley West Mall in W Des Moines,1551 Valley West Dr,(515) 223-5353,Iowa,IA,retaining,24140,209200,,192.170714198418
365,0101000020E6100000942F6821016057C0215A2BDA1C054540,0101000020110F000082353F8237DA63C157D3D025DDB55341,JCPenney - Crossroads S/C in Waterloo,2060 Crossroads Blvd Ste 189,(319) 232-6611,Iowa,IA,retaining,24140,,,7.25084088774585
366,0101000020E610000076C58CF0F6DC57C0E04C4C1762D14240,0101000020110F000076E5B776584464C1CFC29519FA455141,JCPenney - Chanute Sq,1425 S Santa Fe Ave,(620) 431-2524,Kansas,KS,closing,24140,,2013-09-21 00:00:00+00,56.2521846536328
367,0101000020E61000000EA48B4D2B0159C0DD41EC4CA1E34240,0101000020110F000065BA3DD5833C65C183BBF7A990595141,JCPenney - The Village Square in Dodge City,2601 Central Ave,(620) 227-8531,Kansas,KS,retaining,24140,,,825.326342877711
368,0101000020E61000008944A165DDDB57C01D554D1075E94240,0101000020110F000057587759694364C136CA3D1DD45F5141,JCPenney - Flint Hills Village in Emporia,1600 Industrial Rd,(620) 342-5491,Kansas,KS,retaining,24140,,,97.1555837551336
369,0101000020E6100000A0DD21C5001659C08507CDAE7BE74240,0101000020110F000064995C8C354E65C1EF1803C9B45D5141,JCPenney - Garden City Plaza,2302 E Kansas Ave,(620) 275-9115,Kansas,KS,retaining,24140,,,59.1288694358741
370,0101000020E61000001618B2BAD5B058C04D327216F62E4340,0101000020110F0000696F1D7C49F864C188A4D332D6AA5141,JCPenney - Kansas Street Store in Great Bend,1500 Kansas Ave,(620) 792-2155,Kansas,KS,closing,24140,,2014-04-01 00:00:00+00,1770.08675756662
371,0101000020E61000004301DBC188E057C0C4E9245B5DDC4340,0101000020110F0000EFD9BE91604764C1051271F977685241,JCPenney - The Mall in Hays,2918 Vine St Ste 2001,(785) 625-7385,Kansas,KS,retaining,24140,,,2.78903603497074
372,0101000020E610000028F1B913EC3458C08258367348844340,0101000020110F000032168F460C8F64C180F64A6DB0075241,JCPenney - Hutchinson Mall,1500 E 11th St Ste 1000,(620) 662-5474,Kansas,KS,closing,24140,,2014-02-07 00:00:00+00,107.129105262883
373,0101000020E61000000685419946B557C0B859BC5818904340,0101000020110F00007C236F48A32264C10BCCDFCD9C145241,JCPenney - Legends @ Vlg West in Kansas City,10904 Stadium Pkwy,(913) 334-0285,Kansas,KS,retaining,24140,155600,,148.044905111618
374,0101000020E6100000CEE33098BFD057C02063EE5A42764340,0101000020110F0000F7F79468F83964C1CB3456305EF85141,JCPenney - 34th Street Crossing in Lawrence,3311 Iowa St,(785) 331-0101,Kansas,KS,closing,24140,145700,2013-08-23 00:00:00+00,626.481239237659
375,0101000020E6100000C7D9740470EA57C04983DBDAC2894340,0101000020110F000003DF3DC4C94F64C113A9803AAE0D5241,JCPenney - Liberal Plaza,1513 N Kansas Ave,(620) 624-1991,Kansas,KS,retaining,24140,50600,,1834.31974221672
376,0101000020E6100000CD5CE0F2589858C0242713B70A404340,0101000020110F0000A56854687DE364C1144764165BBD5141,JCPenney - Manhattan Town Ctr,101 Manhattan Ctr,(785) 776-4867,Kansas,KS,retaining,24140,,,1.85085826593189
377,0101000020E61000003B8E1F2A8DAA57C013D731AEB8704340,0101000020110F00002176BB95871964C14A693C0653F25141,JCPenney - Corbin Park in Overland Park,6901 W 135th St,(913) 982-4149,Kansas,KS,retaining,24140,288200,,1261.61541650152
378,0101000020E61000003FFED2A23EAE57C0815F2349107A4340,0101000020110F000067C3F992AA1C64C15AA7D89F85FC5141,JCPenney - Oak Park Shopg Cntr in Overland Park,11801 W 95th St,(913) 492-8150,Kansas,KS,retaining,24140,202200,,878.243186579222
379,0101000020E610000033A5F5B704AD57C0A43330F2B2B04240,0101000020110F000032FAC4F69F1B64C1D8B743EAFB225141,JCPenney - Meadowbrook Mall in Pittsburg,202 E Centennial Dr,(620) 231-2300,Kansas,KS,retaining,24140,,,44.3234977677448
381,0101000020E61000007CED992501F157C03481221631844340,0101000020110F0000ED42E48C5D5564C1DCEFD6E196075241,JCPenney - West Ridge Mall in Topeka,1821 SW Wanamaker Rd,(785) 273-4400,Kansas,KS,retaining,24140,79600,,115.100169356628
382,0101000020E6100000DBA4A2B1F64D58C0DFDFA0BDFAD64240,0101000020110F00008CCA83D050A464C17A60DF07FB4B5141,JCPenney - Towne East Square in Wichita,7700 E Kellogg Dr,(316) 685-6261,Kansas,KS,retaining,24140,243300,,335.450864528472
383,0101000020E6100000CD5CE0F2589858C0242713B70A404340,0101000020110F0000A56854687DE364C1144764165BBD5141,JCPenney - Towne West Square in Wichita,4600 W Kellogg Rd,(316) 945-0141,Kansas,KS,retaining,24140,,,1.85085826593189
384,0101000020E61000002E8CF4A2763458C00455A35703844340,0101000020110F0000EA168A88A88E64C18FC846DE64075241,JCPenney - Winfield Plaza,1904 E 9th St,(620) 221-3430,Kansas,KS,closing,24140,,2013-08-09 00:00:00+00,107.129105262883
385,0101000020E61000007C2B1213D4A954C059DDEA39E93D4340,0101000020110F00008592D326A78C61C14563CC2D0BBB5141,JCPenney - Ashland Town Ctr,Ashland Town Ctr,(606) 324-0168,Kentucky,KY,retaining,24140,,,199.076758926552
386,0101000020E61000004AB54FC7639B55C074B33F506E794240,0101000020110F00008E2DBBA1CF5962C1E4DCAFED14E85041,JCPenney - Greenwood Mall in Bowling Green,2625 Scottsville Rd Ste 40,(270) 781-7390,Kentucky,KY,retaining,24140,,,757.375216082024
387,0101000020E6100000325C78B9635755C0D6636C32F4AB4240,0101000020110F00005BF249F70E2062C1944516E6E91D5141,JCPenney - Green River Plaza in Campbellsville,399 Campbellsville Bypass,(270) 789-2363,Kentucky,KY,retaining,24140,,,708.092360942257
388,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Trademart S/C in Corbin,14659 N US Hwy 25 E,(606) 528-4604,Kentucky,KY,retaining,24140,,,28.082249877042
389,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Danville Manor S/C,1560 Houstonville Rd Ste 301,(859) 236-7709,Kentucky,KY,retaining,24140,,,28.082249877042
390,0101000020E6100000227DA4D2197C55C0CA5F10470D934240,0101000020110F00004F2F1AC63C3F62C10FBB647958035141,JCPenney - Towne Mall in Elizabethtown,1704 N Dixie Hwy,(270) 765-7500,Kentucky,KY,retaining,24140,,,34.6994394108114
391,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Florence Mall,6000 Florence Mall,(859) 525-1170,Kentucky,KY,retaining,24140,,,28.082249877042
392,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Franklin Square in Frankfort,1375 US 127 S,(502) 875-1034,Kentucky,KY,retaining,24140,,,28.082249877042
393,0101000020E61000007782FDD7B9CC54C003CE52B29CA04240,0101000020110F00003491CB9A4AAA61C1909B48F7CD115141,JCPenney - Black Gold Mall in Hazard,278 Black Gold Blvd,(606) 436-3719,Kentucky,KY,retaining,24140,,,56.0191512095516
394,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Bradford Sq in Hopkinsville,4000 Ft Campbell Blvd,(270) 886-9441,Kentucky,KY,retaining,24140,,,28.082249877042
395,0101000020E61000009A780778D22155C0A52DAEF199FE4240,0101000020110F0000B5162D4B90F261C18755CA9396765141,JCPenney - Fayette Mall in Lexington,3401 Nicholasville Rd Ste 116,(859) 273-2525,Kentucky,KY,retaining,24140,165700,,516.53581993557
396,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Jefferson Mall in Louisville,4803 Outer Loop Rd,(502) 968-3381,Kentucky,KY,retaining,24140,,,28.082249877042
397,0101000020E610000009707A17EF6755C07AC7293A921F4340,0101000020110F000055078F101C2E62C1E58549012E9A5141,JCPenney - Mall Saint Matthews in Louisville,5000 Shelbyville Rd,(502) 897-3161,Kentucky,KY,retaining,24140,256500,,2163.57355138059
398,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Market Sq in Maysville,US 68 S And Aa Hwy,(606) 759-5060,Kentucky,KY,retaining,24140,,,28.082249877042
399,0101000020E610000019CA8976157D55C0171230BABCFF4240,0101000020110F0000C3A0F07D124062C1BD2500F3CF775141,JCPenney - Middlesboro Mall,905 N 12th St Ste 10,(606) 248-1725,Kentucky,KY,retaining,24140,94900,,76.1050453645191
400,0101000020E610000027D9EA724AFC54C0906B43C538054340,0101000020110F00006EE70333B0D261C1085C7598B97D5141,JCPenney - Gateway Plaza in Mt Sterling,259 Indian Mound Dr,(859) 497-0477,Kentucky,KY,retaining,24140,,,93.0446783873836
401,0101000020E61000006AD95A5F243B55C08104C58F31D94240,0101000020110F0000720A5E60110862C1270A265C5B4E5141,JCPenney - Chestnut Hills Mall in Murray,720 N 12th St (US 641),(270) 759-1400,Kentucky,KY,retaining,24140,,,28.082249877042
402,0101000020E610000039B9DFA128C855C0CE531D7233DC4240,0101000020110F0000D67CA556D57F62C10BD8A3D995515141,JCPenney - Town Sq Mall in Owensboro,5000 Frederica St,(270) 685-3981,Kentucky,KY,retaining,24140,,,33.3718928046467
403,0101000020E6100000FA997ADD222C56C0AAF23D23118A4240,0101000020110F0000FB894887BED462C1CBD1CCBEC6F95041,JCPenney - Kentucky Oaks Mall in Paducah,5101 Hinkleville Rd Ste 800,(270) 443-2577,Kentucky,KY,retaining,24140,,,244.852658851219
404,0101000020E61000000EF450DB86A254C00C74ED0BE8BD4240,0101000020110F0000C32DD99F738661C1738E96291C315141,JCPenney - Weddington Plaza in Pikeville,4257 N Mayo Trail,(606) 437-9169,Kentucky,KY,retaining,24140,,,157.508017937025
405,0101000020E6100000E1EF17B3251555C04CE2AC889ADE4240,0101000020110F0000D4179582CCE761C14E29ED592A545141,JCPenney - Richmond Centre,2037 Lantern Ridge Dr,(859) 626-7857,Kentucky,KY,retaining,24140,,,368.266243157315
