food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,small_pet_type,brand,material,old_cost,no_reviews,supplement_form,reptile_type,bed_type,made_in,product_description,bird_type,breed_size,page,percent_rec
,3.5,,,$9.74,,Large,Dog Toys,,,,,Starmark,78196,,,,$19.99,137,,,,,Starmark Everlasting Bento Ball with Dental Treat Dog Chew Toy,,,2,72
,4.3,,,$6.29,,Medium,Dog Toys,,"7.25
________________________x_1.5inches",,floatable,Petstages,61977,,,,$12.99,392,,,,,Petstages Dogwood Stick Dog Chew Toy,,medium,2,86
,4.2,,puppy,$3.51,,None,Dog Toys,,,,,Nylabone,54231,,advanced_oral_care,plastic,$7.99,80,,,,,Nylabone Puppy Chew Teething Rings Dog Toy,,"all_breeds,_small,_extra_small",2,85
,3.2,,,$3.99,,4-inch,Dog Toys,,,,,Multipet,68138,,,,$8.99,206,,,,,Multipet Nobbly Wobbly Ball Dog Toy,,"medium,_large",2,56
treats,4.4,,adult,$5.99,,None,Dog Toys,,,,,KONG,53846,,,,$8.93,49,,,,united_states,KONG Stuff'N Ziggies Dog Treats,,small,2,87
,4.4,,,$11.51,,Large,Dog Toys,,,,floatable,Chuckit!,64758,,petmate,,$29.99,219,,,,,Chuckit! Kick Fetch Ball,,,2,90
,4.4,,puppy,$3.83,,None,Dog Toys,,"4.75
________________________x_5.25
____________________________x_1.25inches",,,KONG,91200,,,,$8.99,40,,,,united_states,"KONG Puppy Goodie Bone Dog Toy, Small",,small,2,87
treats,4.7,,adult,$5.73,,Size B,Dog Toys,,,,,Busy Buddy,63209,,"premier,_petsafe",,$8.99,128,,,,,Busy Buddy Natural Rawhide Rings Dog Treats,,medium,2,94
,4.1,,,$7.49,,Large,Dog Toys,,,,,Mammoth,80767,,,,$19.79,103,,,,,Mammoth TireBiter Tire & Rope Dog Toy,,,2,84
,4.4,4.8ounces,puppy,$5.90,,Small,Dog Toys,,"3
________________________x_1.8
____________________________x_1.8inches",,,KONG,53355,,,,$6.29,68,,,,united_states,KONG Puppy Dog Toy,,small,3,89
,4.3,,,$5.32,,Large,Dog Toys,,,,,JW Pet,53326,,petmate,,$10.99,393,,,,,JW Pet Hol-ee Roller Dog Toy,,large,2,85
,4.1,,,$5.59,,Large,Dog Toys,,,,,Multipet,68146,,,,$10.09,144,,,,,Multipet Nuts for Knots Ball Dog Toy,,large,2,82
treats,4.3,11.04ounces,adult,$4.79,,11-oz bag,Dog Toys,,,,,KONG,62782,,,,$10.99,53,,,,united_states,KONG Stuff'N Bacon & Cheese Snacks Dog Treats,,"large,_medium",2,87
,3.5,,puppy,$1.79,,None,Dog Toys,,"2.5
________________________x_3inches",,,JW Pet,81068,,petmate,,$2.99,110,,,,,JW Pet Play Place Butterfly Puppy Teether,,,2,60
,4.5,,"adult,_all_stages",$11.59,,None,Dog Toys,,"7
________________________x_4.8
____________________________x_1.5inches",,,Benebone,71968,,,nylon,$11.95,201,,,,united_states,Benebone Bacon Flavored Regular Wishbone Dog Chew Toy,,"medium,_large",2,89
,4.4,,,$13.10,,Large,Dog Toys,,,,,Starmark,60500,,,,$21.99,314,,,,,Starmark Treat Dispensing Bob-a-Lot Dog Toy,,"large,_giant",2,87
,4.7,,adult,$4.94,,Medium,Dog Toys,,"4.6
________________________x_0.9
____________________________x_5.8inches",,,Nylabone,58344,,advanced_oral_care,nylon,$9.49,193,,,,united_states,Nylabone DuraChew Wishbone Original Flavor Dog Toy,,medium,2,96
,4.1,,,$9.76,,Large,Dog Toys,,,,,KONG,91247,,,,$21.33,213,,,,united_states,KONG Extreme Goodie Bone Dog Toy,,large,3,83
,4.4,,,$8.79,,Medium/Large,Dog Toys,,,,,KONG,59307,,,,$14.45,215,,,,united_states,KONG Traxx Dog Toy,,"medium,_large",3,90
,4.5,,"adult,_all_stages",$11.59,,None,Dog Toys,,"7
________________________x_4.8
____________________________x_1.5inches",,,Benebone,84688,,,nylon,$11.95,100,,,,united_states,Benebone Rotisserie Chicken Flavored Regular Wishbone Dog Chew Toy,,"medium,_large",3,90
treats,4.2,,"adult,_all_stages",$7.89,,None,Dog Toys,,,,,Starmark,100937,,,,$7.99,19,,,,united_states,"Starmark Edible Rings Dog Treats, 16 count",,"small,_medium,_large,_all_breeds",3,89
treats,4.3,,puppy,$3.19,,7-oz,Dog Toys,,,,,KONG,53861,,,,$7.95,22,,,,united_states,KONG Stuff'N Puppy Snacks Dog Treats,,small,3,86
,3.8,,,$3.04,,"Medium, 4 pack",Dog Toys,,,,floatable,Chuckit!,63503,,petmate,,$6.59,58,,,,,Chuckit! Tennis Ball,,medium,3,71
,4.3,,,$10.79,,Large,Dog Toys,,,,,KONG,59178,,,,$13.99,145,,,,united_states,KONG Classic Flyer Dog Toy,,"large,_giant",3,85
,3.6,,,$2.59,,None,Dog Toys,,"8
________________________x_5
____________________________x_2inches",,"noisemaking,_stuffing-free",Outward Hound,85905,,kyjen,,$4.99,68,,,,,"Outward Hound Invincibles Minis Dog Toy, Pink Pig",,,3,69
,3.8,,,$4.49,,X-Large,Dog Toys,,"2.25
________________________x_23inches",,,KONG,53462,,,nylon,$9.93,135,,,,,KONG Tugga Wubba Dog Toy,,giant,3,73
,3.8,,,$2.59,,None,Dog Toys,,,,noisemaking,KONG,59298,,,,$4.99,114,,,,,"KONG AirDog Squeakair Ball with Rope Dog Toy, Medium",,medium,3,76
,4.5,,,$10.39,,Large/X-Large,Dog Toys,,"5.25
________________________x_9
____________________________x_5.25inches",,noisemaking,KONG,77648,,,,$21.99,231,,,,,KONG Jumbler Football Dog Toy,,"large,_giant",3,93
,4.3,,adult,$5.99,,Medium,Dog Toys,,,,,Nylabone,57956,,advanced_oral_care,nylon,$8.99,117,,,,united_states,Nylabone DuraChew Textured Bone Chicken Flavor Dog Toy,,large,3,84
,3.4,,,$7.97,,None,Dog Toys,,"12
________________________x_12inches",,,KONG,59199,,,,$12.99,125,,,,united_states,"KONG Extreme Flyer Dog Toy, Large",,"large,_giant",3,62
,4.2,,,$9.95,,Medium,Dog Toys,,,,,Busy Buddy,63878,,"petsafe,_premier",,$14.99,273,,,,,Busy Buddy Bristle Bone Dog Toy,,medium,3,84
,4.5,,,$4.63,,Medium,Dog Toys,,,,floatable,Chuckit!,53242,,petmate,,$12.49,49,,,,,Chuckit! Amphibious Bumper,,,3,87
treats,4.6,4.96ounces,adult,$2.79,,None,Dog Toys,,,,,KONG,59186,,,,$5.99,33,,,,united_states,"KONG Stuff'N Real Peanut Butter Treat, 5-oz tube",,"all_breeds,_small,_medium,_large",3,94
,4,,,$3.69,,None,Dog Toys,,"5
________________________x_5
____________________________x_2inches",,floatable,Hyper Pet,80163,,,,$7.99,229,,,,,Hyper Pet Dura-Squeaks Dog Chew Toy,,,3,78
,3.8,,,$5.83,,Large,Dog Toys,,"3.125
________________________x_3.125
____________________________x_3.125inches",,noisemaking,Pet Qwerks,102274,,,,$8.77,75,,,,,Pet Qwerks Talking Babble Ball Dog Toy,,"large,_giant",3,76
,3.8,,,$5.99,,Large,Dog Toys,,,,,Mammoth,80778,,,,$18.99,198,,,,,Mammoth TireBiter Tire Dog Toy,,large,3,72
,3.9,,,$6.74,,Large,Dog Toys,,,,noisemaking,Multipet,68131,,,,$11.99,141,,,,,Multipet Migrator Bird Mallard Plush Dog Toy,,large,3,71
,4.6,,,$5.75,,None,Dog Toys,,,,noisemaking,Multipet,68171,,,,$11.29,123,,,,,Multipet Musical Birthday Cake Plush Dog Toy,,"extra_small,_small,_medium,_large",3,92
,3.6,,,$8.79,,None,Dog Toys,,"12
________________________x_8.1
____________________________x_1.1inches",,,Ethical Pet,71371,,spot,,$14.99,182,,,,,Ethical Pet Seek-A-Treat Shuffle Bone Puzzle Dog Toy,,"small,_medium,_large",3,73
,4.1,,"adult,_all_stages",$6.79,,Large,Dog Toys,,"16.25
________________________x_7
____________________________x_4inches",,noisemaking,KONG,91239,,,,$16.81,38,,,,,KONG Dynos Triceratops Dog Toy,,"medium,_large",3,81
,4.3,1.76ounces,,$4.99,,14-inch,Dog Toys,,"14
________________________x_4.5
____________________________x_0.75inches",,"noisemaking,_stuffing-free",Ethical Pet,85042,,spot,,None,68,,,,,Ethical Pet Skinneeez Crinklers Cow Dog Toy,,,4,88
,4.6,,adult,$4.06,,Large,Dog Toys,,,,,Nylabone,54266,,advanced_oral_care,nylon,$9.99,157,,,,united_states,Nylabone DuraChew Original Flavor Bone Dog Toy,,large,4,92
treats,4.2,,"adult,_all_stages",$4.95,,Large,Dog Toys,,,,,Starmark,60475,,,,$6.99,51,,,,,Starmark Everlasting Treats Wheat-Free Veggie Chick'n Flavor Dog Dental Chews,,"large,_giant",4,92
,3.9,,,$12.99,,10-inch,Dog Toys,,"10
________________________x_10inches",,,Soft Flex,106770,,hueter_toledo,plastic,$18.99,57,,,,united_states,Soft Flex Virtually Indestructible Ball Dog Toy,,,4,74
,4.2,,,$4.99,,None,Dog Toys,,,,noisemaking,Multipet,68093,,,,$10.49,100,,,,,Multipet Look Who's Talking Monkey Plush Dog Toy,,"small,_medium,_large",4,83
,4.3,,,$4.99,,None,Dog Toys,,,,noisemaking,Multipet,68085,,,,$10.49,89,,,,,Multipet Look Who's Talking Cow Plush Dog Toy,,"small,_medium,_large",4,83
,4.4,,,$3.20,,None,Dog Toys,,,,noisemaking,Booda,70588,,petmate,,$3.99,24,,,,,Booda Soft Bite Medium Hot Dog Plush Dog Toy,,"small,_medium,_large",4,96
,4.2,,,$4.29,,Medium,Dog Toys,,,,noisemaking,KONG,62771,,,,$9.49,79,,,,,KONG Cozie Spunky the Monkey Dog Toy,,medium,4,84
,4.6,12ounces,"adult,_all_stages",$5.03,,None,Dog Toys,,"10
________________________x_10
____________________________x_1inches",,,Nerf Dog,106646,,,rubber,None,16,,,,,"Nerf Dog Atomic Flyer Dog Toy, Large",,all_breeds,4,93
,4.6,,adult,$7.99,,X-Large,Dog Toys,,,,,Nylabone,54262,,advanced_oral_care,nylon,$13.99,103,,,,united_states,Nylabone DuraChew Chicken Flavor Bone Dog Toy,,"large,_giant",4,93
,4.6,,,$5.32,,None,Dog Toys,,"9.5
________________________x_6
____________________________x_3inches",,noisemaking,Outward Hound,86012,,kyjen,,$9.99,90,,,,,"Outward Hound Replacement Squirrels for Hide A Squirrel Puzzle Dog Toy, 3-count",,,4,92
,4,,,$6.20,,3-Squeak,Dog Toys,,"28
________________________x_4
____________________________x_2inches",,"noisemaking,_stuffing-free",Outward Hound,85908,,kyjen,,$12.99,219,,,,,Outward Hound Invincibles Snakes Squeak Dog Toy,,,4,83
,3.9,,,$4.21,,None,Dog Toys,,,,noisemaking,Ethical Pet,71364,,spot,,$9.90,22,,,,,Ethical Pet Fleece Rabbit Dog Toy,,"small,_medium,_large",4,77
,4.5,,"adult,_all_stages",$12.56,,None,Dog Toys,,,,,Benebone,91863,,,nylon,$12.95,71,,,,united_states,Benebone Bacon Flavored Regular Dental Dog Chew Toy,,"medium,_large",4,90
,4.5,,,$3.49,,Medium/Large,Dog Toys,,,,,KONG,59155,,,,$13.29,74,,,,united_states,KONG Ball Dog Toy,,"medium,_large,_giant",4,92
,4.1,,,$3.87,,Large,Dog Toys,,,,noisemaking,KONG,59284,,,,$9.99,99,,,,,KONG AirDog Football Dog Toy,,"large,_giant",4,79
,4.6,,,$15.45,,Large,Dog Toys,,,,,KONG,59193,,,,$19.99,175,,,,united_states,KONG Wobbler Dog Toy,,"large,_giant",4,93
,4.2,,"adult,_all_stages",$10.85,,Large,Dog Toys,,"13
________________________x_10
____________________________x_4inches",,noisemaking,GoDog,102539,,,polyester,$14.99,73,,,,,"GoDog Dragons Chew Guard Dog Toy, Periwinkle",,"medium,_large",4,87
,4.2,,puppy,$3.36,,None,Dog Toys,,,,,JW Pet,53428,,petmate,,$5.29,42,,,,,JW Pet Mini Hol-ee Roller Dog Toy,,"extra_small,_small",4,86
,4.1,,,$4.27,,None,Dog Toys,,,,,Petstages,61962,,,,$6.99,142,,,,,Petstages ORKA Tennis Ball Dog Chew Toy,,"extra_small,_small,_medium,_large",4,82
treats,4.7,,adult,$7.49,,Size B,Dog Toys,,,,,Busy Buddy,63213,,"premier,_petsafe",,$9.99,75,,,,,Busy Buddy Natural Rawhide Peanut Butter Rings Dog Treats,,medium,4,97
,4.2,,,$2.69,,None,Dog Toys,,"6
________________________x_4.5
____________________________x_2.5inches",,"noisemaking,_stuffing-free",Outward Hound,85903,,kyjen,,$4.99,62,,,,,"Outward Hound Invincibles Minis Dog Toy, Yellow Duck",,,4,83
,4.2,,,$4.19,,None,Dog Toys,,,,noisemaking,Multipet,68103,,,,$10.49,95,,,,,Multipet Look Who's Talking Duck Plush Dog Toy,,"small,_medium,_large,_extra_small",4,83
,4,,,$5.32,,Medium,Dog Toys,,"9
________________________x_7.5
____________________________x_5inches",,noisemaking,Outward Hound,86027,,kyjen,,$9.99,134,,,,,Outward Hound HedgehogZ Plush Dog Toy,,,5,82
,4.2,,,$3.99,,Medium,Dog Toys,,,,noisemaking,JW Pet,71042,,petmate,,$5.99,138,,,,,JW Pet iSqueak Ball Dog Toy,,medium,5,88
,4.6,,,$10.44,,Large,Dog Toys,,,,floatable,Chuckit!,53223,,petmate,,$14.99,121,,,,,Chuckit! Flying Squirrel,,,5,90
,3.3,,,$5.32,,Large,Dog Toys,,"15
________________________x_3
____________________________x_2inches",,"floatable,_noisemaking",Outward Hound,85996,,kyjen,,$10.99,102,,,,,Outward Hound Firehose Squeak N Fetch Dog Toy,,,5,58
,4.5,,,$11.99,,Large,Dog Toys,,,,,Starmark,60455,,,,$14.99,241,,,,,Starmark Treat Dispensing Chew Ball Dog Toy,,,5,89
,3.8,,,$6.24,,Large,Dog Toys,,"3
________________________x_2.25inches",,"floatable,_noisemaking",JW Pet,53424,,petmate,,$9.99,92,,,,united_states,JW Pet Megalast Bear Dog Toy,,"large,_giant",5,70
,4.6,,,$7.26,,None,Dog Toys,,,,noisemaking,Multipet,68034,,,,$13.49,71,,,,,"Multipet Duckworth Webster Plush Filled Dog Toy, Yellow",,"medium,_large",5,92
,3.5,,,$12.94,,None,Dog Toys,,"12
________________________x_8
____________________________x_3inches",,"floatable,_noisemaking",Tuffy's,72171,,,,$16.17,31,,,,,Tuffy's Ocean Creatures Whale Wesley Dog Toy,,,5,70
treats,3.6,,,$9.74,,Large,Dog Toys,,,,,Starmark,60451,,,,$19.99,164,,,,,Starmark Everlasting Treat Bento Ball Dog Chew Toy,,"large,_giant",5,71
,4.2,4.6ounces,,$4.54,,Large,Dog Toys,,"16.5
________________________x_6.3
____________________________x_4.3inches",,noisemaking,KONG,83369,,,,$11.99,28,,,,,KONG CuteSeas Whale Dog Toy,,,5,89
,3.6,,,$2.99,,None,Dog Toys,,"6
________________________x_1.25
____________________________x_1.25inches",,noisemaking,Multipet,68081,,,,$3.99,51,,,,,"Multipet Loofa ""Ruff"" Latex Dog Toy, 6-inch long (Color Varies)",,"extra_small,_small,_medium",5,73
,4.2,6.24ounces,puppy,$5.19,,Medium,Dog Toys,,"3
________________________x_3
____________________________x_5.25inches",,,KONG,83336,,,,$11.99,38,,,,united_states,KONG Puppy Binkie,,,5,81
treats,3.9,,adult,$8.99,,Size C,Dog Toys,,,,,Busy Buddy,63872,,"petsafe,_premier",,$9.99,68,,,,,Busy Buddy Bacon Flavored Cornstarch Rings Dog Treats,,large,5,79
treats,3.9,,,$7.99,,None,Dog Toys,,"8.5
________________________x_5.5
____________________________x_9inches",,,JW Pet,55169,,petmate,,$12.99,59,,,,,JW Pet Rockin Treat Ball,,,5,79
,4.1,,,$4.99,,None,Dog Toys,,,,,Mammoth,80755,,,,$11.99,47,,,,,"Mammoth Monkey Fist Bar Dog Toy, Large, 18-in",,large,5,82
,3.1,,,$4.99,,None,Dog Toys,,,,,Petstages,61991,,,,$7.99,45,,,,,Petstages Cool Teething Stick Dog Chew Toy,,"extra_small,_small,_medium,_large,_giant",5,48
,3.9,,puppy,$4.79,,None,Dog Toys,,"6.75
________________________x_3.5
____________________________x_0.75inches",,,KONG,91198,,,,$8.15,16,,,,united_states,"KONG Puppy Goodie Bone with Rope Dog Toy, X-Small",,extra_small,5,81
,4.2,,adult,$5.85,,Wolf,Dog Toys,,"7
________________________x_4.5
____________________________x_1.7inches",,,Nylabone,110357,,advanced_oral_care,,$9.99,12,,,,united_states,Nylabone DuraChew Venison Flavored Nylon Antler Dog Chew Toy,,,5,83
,4.4,,,$4.29,,Medium,Dog Toys,,,,noisemaking,KONG,62770,,,,$10.01,56,,,,,KONG Cozie Rosie the Rhino Dog Toy,,medium,5,91
,4.7,,puppy,$4.01,,None,Dog Toys,,"9.5
________________________x_7.5
____________________________x_0.75inches",,,KONG,91241,,,,$8.99,19,,,,united_states,KONG Puppy Flyer Dog Toy,,all_breeds,5,95
,4.3,,,$4.43,,14-inch,Dog Toys,,,,"noisemaking,_stuffing-free",Ethical Pet,71340,,spot,,$4.99,123,,,,,Ethical Pet Skinneeez Forest Series Fox Stuffingless Dog Toy,,"extra_small,_small",5,87
treats,4.4,,adult,$2.79,,None,Dog Toys,,,,,KONG,77693,,,,$7.01,19,,,,united_states,"KONG Stuff'N Sweet Potato Spread Dog Treat, 5-oz tube",,"all_breeds,_small,_medium,_large",5,89
,3.5,,,$6.89,,None,Dog Toys,,,,noisemaking,KONG,59208,,,,$13.99,20,,,,,"KONG Pudge Braidz Pig, Medium/Large",,"medium,_large",6,79
,4.4,2.88ounces,,$4.91,,Medium/Large,Dog Toys,,"6.5
________________________x_4.25
____________________________x_2.75inches",,noisemaking,KONG,93479,,,,$12.79,None,,,,,KONG Picnic Patches Turtle Dog Toy,,"medium,_large",6,86
,4.3,,puppy,$2.69,,Small,Dog Toys,,,,,Nylabone,54232,,advanced_oral_care,plastic,$3.49,68,,,,united_states,Nylabone Puppy Chew Bone Chicken Flavor Dog Toy,,"all_breeds,_small,_medium,_large",6,87
,4.1,,,$5.67,,Large,Dog Toys,,,,,KONG,62906,,,,$11.22,139,,,,,KONG Squiggles Dog Toy,,large,6,85
,3.9,,,$4.75,,Large,Dog Toys,,,,,KONG,53473,,,,$13.99,67,,,,,KONG Wet Wubba Dog Toy,,"large,_medium",6,81
,4.3,,"all_stages,_adult",$6.89,,None,Dog Toys,,"10
________________________x_8
____________________________x_1inches",,"stuffing-free,_noisemaking",ZippyPaws,104098,,,fleece,$10.99,None,,,,,ZippyPaws Loopy Hedgehog 6 Squeaker Plush Dog Toy,,"all_breeds,_small,_medium,_large",6,100
,4.4,,adult,$9.98,,Souper,Dog Toys,,"9.5
________________________x_3.2
____________________________x_3.2inches",,,Nylabone,54270,,advanced_oral_care,nylon,$23.49,125,,,,,Nylabone DuraChew Double Action Chew Bacon Flavor Dog Toy,,"large,_giant",6,89
,3.5,,,$5.90,,Large,Dog Toys,,,,noisemaking,KONG,59301,,,,$10.71,81,,,,,KONG AirDog Dumbbell Dog Toy,,"large,_giant",6,71
,4.4,,,$2.97,,Small,Dog Toys,,"1
________________________x_3.88
____________________________x_7.5inches",,,Hartz,82680,,,,$5.39,48,,,,,Hartz Chew 'n Clean Tuff Bone Dog Toy,,,6,89
,4.7,,,$6.17,,Large,Dog Toys,,"7
________________________x_7
____________________________x_7inches",,noisemaking,GoDog,107682,,,,$13.27,16,,,,,"GoDog Furballz Chew Guard Dog Toy, Orange",,large,6,94
,4,,,$9.02,,None,Dog Toys,,"7.75
________________________x_20.25inches",,"floatable,_noisemaking",KONG,53479,,,,$25.99,46,,,,,KONG Ballistic Tug Dog Toy,,"medium,_large,_giant",6,82
,3,4ounces,,$2.99,,None,Dog Toys,,"13
________________________x_4.13
____________________________x_2inches",,,Mammoth,83177,,,,$11.02,31,,,,,"Mammoth Cloth Rope Man for Dogs, Small",,,6,48
treats,3.1,,adult,$6.49,,None,Dog Toys,,,,,Nylabone,58329,,advanced_oral_care,,$6.99,45,,,,united_states,"Nylabone Romp 'n Chomp Mini Souper Chew Toy Refill Chicken Flavor Dog Treats, 9-count package",,giant,6,52
,4.8,,"all_stages,_adult",$13.29,,None,Dog Toys,,"14
________________________x_5.5
____________________________x_5.5inches",,noisemaking,ZippyPaws,104282,,,fleece,$17.38,37,,,,,"ZippyPaws Burrow Squeaky Hide and Seek Plush Dog Toy, Log & Chipmunks",,"all_breeds,_small,_medium,_large",6,94
,4.2,,,$5.80,,Large,Dog Toys,,"3.125
________________________x_3.125
____________________________x_3.125inches",,noisemaking,Pet Qwerks,102232,,,,$9.04,52,,,,,Pet Qwerks Animal Babble Ball Dog Toy,,"large,_giant",6,84
,3.7,,,$3.99,,None,Dog Toys,,,,,Multipet,68058,,,,$6.59,32,,,,,Multipet Gumby Dog Toy,,"small,_medium",6,72
,3.5,,,$10.13,,None,Dog Toys,,"10
________________________x_3inches",,noisemaking,Tuffy's,54178,,,,$12.66,54,,,,,Tuffy's Silly Squeakers Beer Bottles,,,6,71
,2.5,,puppy,$6.09,,None,Dog Toys,,"6.5
________________________x_5.5
____________________________x_0.8inches",,,Nylabone,110477,,advanced_oral_care,nylon,$9.99,None,,,,,"Nylabone Teething Puppy X Bone Beef Flavored Chew Toy, Small",,small,6,100
,3.8,,,$7.49,,None,Dog Toys,,"9.5
________________________x_11.06
____________________________x_2.19inches",,,Outward Hound,85947,,kyjen,,$14.99,109,,,,,"Outward Hound Doggy Blocks Spinner Puzzle Dog Toy, Blue",,,6,77
,4.2,,,$10.99,,Large,Dog Toys,,"5
________________________x_5
____________________________x_5inches",,,Omega Paw,66289,,,,$14.99,248,,,,,Omega Paw Tricky Treat Ball Dog Toy,,,6,85
,3.5,,,$4.98,,Large,Dog Toys,,,,,KONG,59202,,,,$10.59,60,,,,,KONG Pet Stix Dog Toy,,"large,_giant",6,64
,3.9,,"adult,_all_stages",$10.78,,Large,Dog Toys,,,,noisemaking,GoDog,102509,,,polyester,$14.99,36,,,,,GoDog Checkers Chew Guard Elephant Dog Toy,,"medium,_large",6,74
,3.9,,adult,$6.35,,X-Large,Dog Toys,,,,,Nylabone,54275,,advanced_oral_care,plastic,$16.99,76,,,,united_states,Nylabone FlexiChew Chicken Flavor Bone Dog Toy,,"large,_giant",6,72
,4.3,4.64ounces,,$2.13,,Medium,Dog Toys,,"13
________________________x_4.13
____________________________x_2.5inches",,,Mammoth,83214,,,,None,68,,,,,Mammoth Braidys 2 Knot Rope Bone for Dogs,,medium,6,89
,4.5,4.8ounces,,$5.99,,Large,Dog Toys,,"3
________________________x_3
____________________________x_3inches",,floatable,Rogz,89020,,kong,,$14.30,63,,,,,Rogz Grinz Treat Ball Dog Toy,,,7,90
,4.6,,"all_stages,_adult",$6.21,,None,Dog Toys,,"2.76
________________________x_3.15
____________________________x_11.42inches",,noisemaking,ZippyPaws,104289,,,fleece,$7.68,14,,,,,"ZippyPaws Spencer the Crinkle Monkey Squeaky Plush Dog Toy, Purple",,"all_breeds,_small,_medium,_large",7,100
,3.6,,,$5.99,,Large,Dog Toys,,,,"floatable,_noisemaking",JW Pet,70997,,petmate,,$10.27,49,,,,united_states,JW Pet Megalast Bone Dog Toy,,"large,_giant",7,77
,4.2,,puppy,$7.85,,None,Dog Toys,,"7
________________________x_5.5
____________________________x_1.3inches",,,Nylabone,110487,,advanced_oral_care,nylon,$7.99,None,,,,,"Nylabone Chicken Flavored Puppy Teething Dinosaur Dog Chew Toy, Petite",,small,7,100
,3.9,,,$4.80,,None,Dog Toys,,"6.25
________________________x_2.5
____________________________x_12inches",,stuffing-free,JW Pet,53337,,petmate,,$8.99,27,,,,,"JW Pet Crackle Heads Dougie the Dog Dog Toy, Medium",,medium,7,84
,3,10.72ounces,,$6.49,,None,Dog Toys,,"10
________________________x_4.13
____________________________x_2inches",,,Mammoth,83155,,,,$11.14,42,,,,,"Mammoth SnakeBiter Iguana Rope Dog Toy, Medium",,medium,7,52
,3.1,,,$4.99,,None,Dog Toys,,"7
________________________x_18
____________________________x_3inches",,floatable,Hartz,82700,,,nylon,$11.72,16,,,,,"Hartz Tuff Stuff Nose Divers Dog Toy, Large",,,7,54
,3.9,2.4ounces,,$2.05,,None,Dog Toys,,"10
________________________x_4.13
____________________________x_2inches",,,Mammoth,83175,,,,$8.95,12,,,,,"Mammoth Cloth Rope Bar for Dogs, Small",,small,7,83
,3.7,,,$5.38,,None,Dog Toys,,"1.25
________________________x_3.75
____________________________x_8.85inches",,,Hartz,82684,,,,$9.03,33,,,,,"Hartz Chew 'n Clean Dental Duo Dog Treat & Chew, Small/Medium",,,7,67
,4.2,,,$9.76,,Large,Dog Toys,,,,,KONG,66596,,,,$15.00,94,,,,united_states,KONG Classic Jump'N Jack Dog Toy,,large,7,84
,4.3,,adult,$5.19,,None,Dog Toys,,"7.5
________________________x_6.63
____________________________x_1.5inches",,,Nylabone,110398,,advanced_oral_care,nylon,$7.49,None,,,,united_states,"Nylabone DuraChew Flavor Frenzy Bacon Cheeseburger & Apple Pie Flavored Bone Dog Toys, Regular",,small,7,83
,4.6,,"adult,_all_stages",$12.56,,None,Dog Toys,,,,,Benebone,101475,,,nylon,$12.95,14,,,,united_states,Benebone Peanut Butter Flavored Regular Dental Dog Chew Toy,,"medium,_large",7,100
,3.9,,,$9.99,,None,Dog Toys,,"10.81
________________________x_12
____________________________x_3.06inches",,,Outward Hound,85939,,kyjen,,$14.99,32,,,,,"Outward Hound Star Spinner Puzzle Dog Toy, Blue",,,7,77
,3.8,,"adult,_all_stages",$3.60,,None,Dog Toys,,"6.5
________________________x_3.5
____________________________x_2inches",,noisemaking,GoDog,102561,,,polyester,$5.99,None,,,,,GoDog Just for Me Chew Guard Flying Pig Dog Toy,,"medium,_large",7,75
,4.3,,adult,$6.99,,Medium/Large,Dog Toys,,"6
________________________x_4.5
____________________________x_2.2inches",,,Nylabone,74591,,advanced_oral_care,nylon,$9.99,180,,,,united_states,Nylabone DuraChew Barbell Peanut Butter Flavor Dog Chewy Toy,,medium,7,87
,3.7,6.56ounces,,$5.99,,None,Dog Toys,,"2.75
________________________x_2.75
____________________________x_6inches",,noisemaking,JW Pet,53406,,petmate,,$7.09,52,,,,,"JW Pet Ruffians Chicken Squeaky Dog Toy, Chicken",,"medium,_large,_giant",7,68
,4.8,,,$3.75,,Medium,Dog Toys,,,,,Chuckit!,64739,,petmate,,$9.99,37,,,,,Chuckit! Ultra Tug Ball Dog Toy,,,7,97
,4,,adult,$5.10,,Wolf,Dog Toys,,"7.5
________________________x_4.5
____________________________x_1.1inches",,,Nylabone,110364,,advanced_oral_care,nylon,$9.99,None,,,,united_states,Nylabone DuraChew Femur Beef Flavored Bone Alternative Dog Chew Toy,,medium,7,75
,4,,,$7.49,,Medium/Large,Dog Toys,,"3.3
________________________x_4.3
____________________________x_18inches",,"noisemaking,_stuffing-free",KONG,71943,,,,$14.99,28,,,,,KONG Scrunch Knots Raccoon Dog Toy,,"medium,_large",7,81
,4.1,,,$5.59,,None,Dog Toys,,,,,KONG,66608,,,,$11.35,71,,,,,KONG Dodo Bird Dog Toy,,"medium,_large",7,80
,4.1,,,$13.36,,None,Dog Toys,,"11
________________________x_11
____________________________x_2inches",,"floatable,_noisemaking",Tuffy's,72201,,,,$16.70,40,,,,,Tuffy's Ultimate Ring Dog Toy,,,7,86
treats,3.9,,"adult,_all_stages",$5.90,,Large,Dog Toys,,,no_corn_no_wheat_no_soy,,Starmark,60479,,,,$6.99,41,,,,,"Starmark Everlasting Treats Wheat, Corn & Soy Free Flavor Dog Dental Chews",,"large,_giant",7,82
,4.5,,,$6.27,,Jumbo,Dog Toys,,"5.38
________________________x_1
____________________________x_9.56inches",,,JW Pet,81040,,petmate,,$13.99,22,,,,,JW Pet Nylon Double Pack Chicken & Peanut Butter Dog Bone,,,7,95
