DomesticG,RDate,PBudget,WorldwideG,Title
$0,12/7/2007,"$2,600,000","$71,248",Timber Falls
$0,12/31/2008,"$2,600,000",$0,Silver Medalist
$0,4/1/2011,"$2,600,000",$0,"Fat, Sick & Nearly Dead"
"$7,200,000",4/10/1952,"$2,540,000","$7,200,000",Singin' in the Rain
"$40,041,683",1/11/2013,"$2,500,000","$59,922,558",A Haunted House
"$33,349,941",7/13/2012,"$2,500,000","$33,349,941",2016: Obamas America
"$32,244,051",7/3/2013,"$2,500,000","$32,327,255",Kevin Hart: Let Me Explain
"$26,782,316",7/28/2004,"$2,500,000","$36,028,802",Garden State
"$25,857,416",10/4/1996,"$2,500,000","$34,557,416",That Thing You Do!
"$25,533,818",10/30/1981,"$2,500,000","$25,533,818",Halloween II
"$14,400,000",10/22/1982,"$2,500,000","$14,400,000",Halloween 3: Season of the Witch
"$13,011,160",10/1/2008,"$2,500,000","$13,881,317",Religulous
"$12,300,000",1/1/1971,"$2,500,000","$12,300,000",Escape from the Planet of the Apes
"$10,000,000",5/29/1963,"$2,500,000","$10,000,000",Hud
"$6,852,971",8/2/2013,"$2,500,000","$6,916,951",The Spectacular Now
"$6,401,336",9/29/1991,"$2,500,000","$6,401,336",My Own Private Idaho
"$5,274,005",1/27/1995,"$2,500,000","$5,651,861",Before Sunrise
"$5,205,471",6/24/2016,"$2,500,000","$23,272,861",Hunt for the Wilderpeople
"$3,317,468",8/17/2012,"$2,500,000","$4,934,356",Robot & Frank
"$2,013,052",10/3/2003,"$2,500,000","$2,013,052",Sur Le Seuil
"$1,282,084",6/16/2000,"$2,500,000","$1,687,548",Jesus' Son
"$1,187,266",5/27/2005,"$2,500,000","$1,269,705",Saving Face
"$1,094,998",6/20/2008,"$2,500,000","$3,838,486",Brick Lane
"$549,632",3/1/2013,"$2,500,000","$549,632",The Lost Medallion: The Adventures of Billy Stone
"$432,360",9/26/2003,"$2,500,000","$12,267,275",My Life Without Me
"$349,132",3/31/2006,"$2,500,000","$497,195",Marilyn Hotchkiss' Ballroom Dancing and Charm School
"$327,716",4/1/2011,"$2,500,000","$593,933",Super
"$174,255",11/14/2008,"$2,500,000","$174,255",Fuel
"$118,666",4/9/2010,"$2,500,000","$118,666",Valley of the Hearts Delight
"$115,504",10/31/2008,"$2,500,000","$507,446",The Other End of the Line
"$100,280",6/18/2010,"$2,500,000","$100,280",8: The Mormon Proposition
"$80,136",4/17/2009,"$2,500,000","$108,907",Sleep Dealer
"$72,210",8/24/2007,"$2,500,000","$72,260",Eye of the Dolphin
"$35,017",8/16/2013,"$2,500,000","$35,017",Underdogs
"$9,598",9/8/2000,"$2,500,000","$9,598",Anatomie
$0,12/31/2009,"$2,500,000",$0,The Calling
$0,6/21/2013,"$2,500,000",$0,Alien Uprising
$0,12/31/2010,"$2,500,000",$0,Christmas Mail
$0,7/3/2015,"$2,500,000",$0,Stung
$0,9/1/2017,"$2,500,000",$0,Sky Sharks
$0,10/13/2015,"$2,500,000",$0,8 Days
$0,9/2/2016,"$2,500,000",$0,Antibirth
$0,2/2/2016,"$2,500,000",$0,The Rise of the Krays
"$180,237",5/13/2011,"$2,450,000","$182,358",Go For It!
"$5,691,854",10/16/1996,"$2,400,000","$5,691,854",Get on the Bus
"$1,008,849",1/5/2007,"$2,400,000","$1,420,418",Thr3e
"$444,093",9/1/2006,"$2,400,000","$500,296",Idiocracy
$0,12/31/2009,"$2,400,000","$1,333,891",Nikt
$0,11/14/2014,"$2,400,000",$0,Always Woodstock
"$327,919",7/25/2007,"$2,380,000","$8,739,576",This is England
"$3,500,000",1/1/1944,"$2,361,000","$3,500,000",Bathing Beauty
"$12,985,600",3/20/2015,"$2,300,000","$14,305,540",Do You Believe?
"$11,000,000",9/24/1951,"$2,300,000","$11,000,000",Show Boat
"$574,838",5/1/1998,"$2,300,000","$574,838","Dancer, Texas Pop. 81"
"$29,384",8/26/2011,"$2,300,000","$29,384",Redemption Road
$0,4/15/2015,"$2,300,000",$0,The Toxic Avenger Part II
$0,1/19/2016,"$2,300,000",$0,Eden
$0,6/19/1987,"$2,300,000",$0,The Brave  Little Toaster
"$83,320,000",11/13/1940,"$2,280,000","$83,320,000",Fantasia
"$36,690,067",8/13/1982,"$2,250,000","$36,690,067",Friday the 13th Part 3
"$41,158,757",10/9/1971,"$2,200,000","$41,158,757",The French Connection
"$21,930,418",3/22/1985,"$2,200,000","$21,930,418",Friday the 13th Part V: A New Beginning
"$388,390",2/9/2007,"$2,200,000","$388,390",The Last Sin Eater
$0,12/31/2008,"$2,200,000",$0,Impact Point
"$9,132,000",1/1/1945,"$2,160,000","$9,132,000",The Valley of Decision
$0,12/31/2005,"$2,160,000","$37,865",Chicken Tikka Masala
$0,10/7/2008,"$2,150,000",$0,Jack Brooks: Monster Slayer
"$23,600,000",11/21/1946,"$2,100,000","$23,600,000",The Best Years of Our Lives
"$881,824",7/13/2001,"$2,100,000","$1,381,824",Bully
"$313,436",5/29/2002,"$2,100,000","$313,436",Elling
"$3,330",10/16/2016,"$2,100,000","$3,330",Mi America
$0,7/14/2009,"$2,100,000","$23,266,821",[Rec]
$0,12/31/2012,"$2,100,000",$0,Infected
$0,12/31/2010,"$2,100,000",$0,Lies in Plain Sight
$0,10/6/2015,"$2,100,000",$0,The Timber
$0,1/19/2016,"$2,100,000",$0,Sharkskin
"$34,522,221",9/30/2011,"$2,000,000","$35,185,884",Courageous
"$24,800,000",4/8/1964,"$2,000,000","$78,900,000",From Russia With Love
"$24,600,832",5/21/1982,"$2,000,000","$24,600,832",Mad Max 2: The Road Warrior
"$24,464,742",1/1/1946,"$2,000,000","$24,464,742",Notorious
"$24,379,978",8/2/1967,"$2,000,000","$24,391,108",In the Heat of the Night
"$18,344,729",12/17/1973,"$2,000,000","$18,344,729",Sleeper
"$18,016,290",8/11/1972,"$2,000,000","$18,016,290",Everything You Always Wanted to Know
"$14,674,077",3/13/2015,"$2,000,000","$20,649,774",It Follows
"$13,129,846",12/25/1962,"$2,000,000","$13,129,846",To Kill A Mockingbird
"$12,739,737",3/9/2012,"$2,000,000","$16,610,760",Silent House
"$11,546,543",10/20/2000,"$2,000,000","$11,546,543",The Legend of Drunken Master
"$11,540,607",10/8/1999,"$2,000,000","$20,741,000",Boys Don't Cry
"$11,284,657",2/9/2007,"$2,000,000","$81,197,047",Das Leben der Anderen
"$9,250,000",1/1/1962,"$2,000,000","$9,250,000",Lolita
"$9,172,000",1/1/1940,"$2,000,000","$9,172,000",Boom Town
"$7,800,000",1/1/1947,"$2,000,000","$7,800,000",Gentleman's Agreement
"$7,600,000",9/25/1961,"$2,000,000","$7,600,000",The Hustler
"$7,369,373",12/31/1986,"$2,000,000","$7,369,373",Witchboard
"$7,301,288",11/26/2003,"$2,000,000","$17,403,168",Les Triplettes de Belleville
"$6,719,300",6/26/1998,"$2,000,000","$7,756,617",Smoke Signals
"$6,531,503",6/11/2010,"$2,000,000","$16,131,551",Winter's Bone
"$6,047,363",10/10/2014,"$2,000,000","$6,049,171",Meet the Mormons
"$6,003,587",8/15/2003,"$2,000,000","$8,685,632",American Splendor
"$5,792,822",7/2/2004,"$2,000,000","$11,243,280",Before Sunset
"$5,383,834",3/30/2001,"$2,000,000","$20,883,834",Amores Perros
"$4,601,043",8/20/2003,"$2,000,000","$9,505,996",Thirteen
"$4,593,598",1/23/2004,"$2,000,000","$15,396,525",Touching the Void
"$4,311,834",10/8/2010,"$2,000,000","$7,799,257",Inside Job
"$4,000,000",1/1/1938,"$2,000,000","$4,000,000",Alexander's Ragtime Band
"$3,885,134",6/17/2005,"$2,000,000","$9,615,464",Me and You and Everyone We Know
"$3,591,417",8/28/2015,"$2,000,000","$10,166,209",We Are Your Friends
"$3,337,931",11/10/2006,"$2,000,000","$6,225,304",Harsh Times
"$3,330,230",3/3/2000,"$2,000,000","$6,030,230",Ghost Dog: Way of the Samurai
"$2,583,301",9/18/2015,"$2,000,000","$2,791,973",Captive
"$2,512,846",8/2/2002,"$2,000,000","$3,438,804",Full Frontal
"$2,283,849",12/25/2008,"$2,000,000","$13,912,289",Waltz with Bashir
"$2,072,645",6/28/2006,"$2,000,000","$2,077,844",Strangers with Candy
"$1,985,292",10/4/2006,"$2,000,000","$1,985,292",Shortbus
"$1,785,505",5/2/2008,"$2,000,000","$11,263,263",Son of Rambow: A Home Movie
"$1,660,865",9/12/2003,"$2,000,000","$1,660,865","The Book of Mormon Movie, Volume 1: The Journey"
"$1,577,287",5/12/2000,"$2,000,000","$2,419,669",Hamlet
"$1,477,002",8/7/2015,"$2,000,000","$2,279,959",The Diary of a Teenage Girl
"$1,433,319",7/27/2007,"$2,000,000","$1,433,319",No End In Sight
"$1,152,411",4/30/1999,"$2,000,000","$1,152,411",Get Real
"$1,134,358",9/7/2007,"$2,000,000","$1,134,358",In the Shadow of the Moon
"$977,772",4/8/2011,"$2,000,000","$1,869,928",Meek's Cutoff
"$691,880",2/11/2005,"$2,000,000","$691,880",Inside Deep Throat
"$638,227",9/28/2001,"$2,000,000","$1,075,504",Dinner Rush
"$636,706",9/24/2010,"$2,000,000","$636,706",The Virginity Hit
"$537,948",5/15/1998,"$2,000,000","$539,961",Clockwatchers
"$390,659",11/6/1985,"$2,000,000","$1,663,296",Subway
"$388,532",4/15/2005,"$2,000,000","$466,106",House of D
"$347,578",1/18/2008,"$2,000,000","$2,350,641",Teeth
"$304,602",7/26/1996,"$2,000,000","$304,602",Stonewall
"$199,176",9/8/2006,"$2,000,000","$759,504",Sherrybaby
"$147,299",2/13/2015,"$2,000,000","$147,299",The Last Five Years
"$134,624",9/18/1998,"$2,000,000","$134,624",Six-String Samurai
"$121,807",5/26/2000,"$2,000,000","$121,807",Hum to Mohabbt Karega
"$120,620",4/15/2005,"$2,000,000","$2,226,603",It's All Gone Pete Tong
"$102,645",1/29/2010,"$2,000,000","$102,645",Saint John of Las Vegas
"$72,544",4/15/1998,"$2,000,000","$72,544",24 7: Twenty Four Seven
"$72,277",9/19/2014,"$2,000,000","$72,277",Pump
"$55,202",10/24/2008,"$2,000,000","$2,046,090",Roadside Romeo
"$49,388",5/4/2001,"$2,000,000","$76,654",Eureka
"$45,431",4/7/2015,"$2,000,000","$45,431",Lost River
"$37,227",7/18/2003,"$2,000,000","$37,227",This Thing of Ours
"$35,312",2/3/2017,"$2,000,000","$35,312",Growing up Smith
"$30,955",3/20/2009,"$2,000,000","$30,955",Super Capers
"$21,000",1/1/1993,"$2,000,000","$21,000",Return of the Living Dead 3
"$17,896",11/20/2009,"$2,000,000","$17,896",The Missing Person
"$17,061",10/19/2012,"$2,000,000","$17,061",The First Time 
"$12,667",2/10/2006,"$2,000,000","$12,667",London
"$10,024",8/27/2010,"$2,000,000","$10,024",Circle
"$7,321",10/31/2008,"$2,000,000","$4,294,373",Eden Lake
"$7,294",6/11/2010,"$2,000,000","$10,679",Jerusalema
"$5,361",6/23/2006,"$2,000,000","$5,361",Say Uncle
"$3,080",9/13/2013,"$2,000,000","$28,864",Plush
"$2,436",10/26/2012,"$2,000,000","$2,436",The Ghastly Love of Johnny X
$0,12/29/2009,"$2,000,000","$3,620,902",Lesbian Vampire Killers
$0,9/9/2011,"$2,000,000","$2,151,887",Grave Encounters
$0,10/23/2015,"$2,000,000","$481,525",Bone Tomahawk
$0,12/10/2004,"$2,000,000","$105,377",Freeze Frame
$0,4/1/2013,"$2,000,000","$63,555",Stitches
$0,12/31/2015,"$2,000,000",$926,"To Be Frank, Sinatra at 100"
$0,4/28/1971,"$2,000,000",$0,Bananas
$0,12/31/2009,"$2,000,000",$0,Nine Dead
$0,10/14/2008,"$2,000,000",$0,No Man's Land: The Rise of Reeker
$0,7/7/2007,"$2,000,000",$0,Rockaway
$0,8/12/1927,"$2,000,000",$0,Wings
$0,3/17/2015,"$2,000,000",$0,The Lady from Shanghai
$0,3/19/2013,"$2,000,000",$0,Straight A's
$0,3/30/2012,"$2,000,000",$0,The Legend of Hell's Gate:  An American Conspiracy
$0,12/31/2012,"$2,000,000",$0,Highway
$0,2/8/2013,"$2,000,000",$0,Small Apartments
$0,7/9/2013,"$2,000,000",$0,Coffee Town
$0,12/31/2014,"$2,000,000",$0,Lucky Dog
$0,12/31/2001,"$2,000,000",$0,Pendulum
$0,9/9/2014,"$2,000,000",$0,A Funny Thing Happened on the Way to the Forum
$0,12/31/2007,"$2,000,000",$0,Slacker Uprising
$0,3/20/2015,"$2,000,000",$0,The Walking Deceased
$0,12/31/2011,"$2,000,000",$0,True Bromance
$0,8/21/2015,"$2,000,000",$0,The Curse of Downers Grove
$0,12/31/2015,"$2,000,000",$0,Wind Walkers
$0,7/8/2016,"$2,000,000",$0,The Wrong Side of Right
$0,12/1/2015,"$2,000,000",$0,Shark Lake
"$1,044,143",9/24/2010,"$1,987,650","$21,270,290",Buried
$0,4/21/2015,"$1,950,000",$0,The Marine 4
"$4,600,000",5/8/1987,"$1,900,000","$4,600,000",River's Edge
"$2,962,242",7/25/2008,"$1,900,000","$5,617,067",Man on Wire
"$1,445,366",10/8/2010,"$1,900,000","$7,785,229",Nowhere Boy
"$1,420,578",7/11/2003,"$1,900,000","$1,445,140",Northfork
"$478,595",4/24/2015,"$1,900,000","$478,595",Brotherly Love
"$467,602",6/3/2011,"$1,900,000","$4,581,937",Submarine
"$406,216",4/9/2010,"$1,900,000","$740,932",The Square
"$222,098",2/8/2013,"$1,900,000","$10,137,234",ABCD (Any Body Can Dance)
"$18,435",6/29/2007,"$1,900,000","$139,317",Chacun sa nuit
$0,7/26/2013,"$1,900,000","$285,593",Stranded
$0,12/31/2015,"$1,900,000","$12,444",Vaalu
"$41,034,350",8/27/2010,"$1,800,000","$70,165,900",The Last Exorcism
"$25,878,153",11/16/1976,"$1,800,000","$25,878,153",Carrie
"$25,504,513",11/9/1984,"$1,800,000","$25,504,513",A Nightmare on Elm Street
"$12,795,746",6/27/2012,"$1,800,000","$23,265,132",Beasts of the Southern Wild
"$9,164,370",1/29/1964,"$1,800,000","$9,164,370",Dr. Strangelove
"$8,800,000",1/1/1973,"$1,800,000","$8,800,000",Battle for the Planet of the Apes
"$8,000,000",9/18/1951,"$1,800,000","$8,000,000",A Streetcar Named Desire
"$6,800,000",8/3/1968,"$1,800,000","$6,800,000",Hang 'em High
"$5,719,000",11/15/2002,"$1,800,000","$5,719,000",El crimen de padre Amaro
"$3,050,934",6/15/2001,"$1,800,000","$3,050,934",Songcatcher
"$841,056",8/23/2011,"$1,800,000","$842,693",Higher Ground
"$638,476",4/22/2011,"$1,800,000","$783,733",POM Wonderful Presents: The Greatest Movie Ever Sold
"$506,793",1/7/2005,"$1,800,000","$1,322,161",Travellers and Magicians
$673,1/1/1993,"$1,800,000",$673,Ed and his Dead Mother
$0,12/31/2009,"$1,800,000",$0,Deadline
$0,3/13/2007,"$1,800,000",$0,Sublime
$0,2/3/2012,"$1,800,000",$0,Dysfunctional Friends
$0,12/31/2013,"$1,800,000",$0,Independence Daysaster
$0,3/11/2014,"$1,800,000",$0,Against the Wild
$0,10/20/2015,"$1,800,000",$0,Beginners Guide to Sex
"$7,267,324",6/18/1999,"$1,750,000","$22,879,194",Lola rennt
"$145,540",2/7/2003,"$1,750,000","$634,803",May
"$93,051",10/8/2010,"$1,750,000","$1,278,471",I Spit on Your Grave
$0,12/31/2013,"$1,750,000",$0,Living Dark: The Story of Ted the Caver
"$35,930,604",11/23/2001,"$1,700,000","$42,137,871",In the Bedroom
"$12,590,147",3/19/2008,"$1,700,000","$23,271,741",La misma luna
"$9,700,000",1/1/1972,"$1,700,000","$9,700,000",Conquest of the Planet of the Apes
"$4,231,500",2/28/2014,"$1,700,000","$12,231,500",The Lunchbox
"$2,507,159",10/4/2013,"$1,700,000","$2,507,159",Grace Unplugged
"$2,039,192",10/1/1999,"$1,700,000","$2,891,228","Happy, Texas"
"$1,000,915",6/17/2005,"$1,700,000","$4,727,375",My Summer of Love
"$396,035",6/24/2005,"$1,700,000","$661,221",Yes
"$30,500,000",8/5/1953,"$1,650,000","$30,500,000",From Here to Eternity
"$4,000,000",1/1/1938,"$1,644,000","$4,000,000",You Can't Take It With You
"$6,026,908",4/9/1999,"$1,600,000","$6,026,908",Foolish
"$5,400,000",1/1/1949,"$1,600,000","$5,400,000",She Wore a Yellow Ribbon
"$4,420,000",4/7/1974,"$1,600,000","$4,420,000",The Conversation
"$2,595,644",10/15/2010,"$1,600,000","$2,595,644",N-Secure
"$1,060,591",2/1/2008,"$1,600,000","$14,253,760",Sukkar banat
"$419,428",12/31/1989,"$1,600,000","$419,428",Out of the Dark
"$145,382",1/27/2006,"$1,600,000","$145,382",Bubble
"$129,319",9/23/2005,"$1,600,000","$129,319",Dil Jo Bhi Kahey...
"$27,795",1/15/1999,"$1,600,000","$2,627,795",Mississippi Mermaid
"$15,600",9/26/2014,"$1,600,000","$242,443",Two Night Stand
"$3,264",11/4/2005,"$1,600,000","$3,264",I Love Your Work
"$54,009,150",4/1/2011,"$1,500,000","$99,870,886",Insidious
"$27,845,990",10/21/2016,"$1,500,000","$55,803,955",Moonlight
"$21,158,188",9/12/2003,"$1,500,000","$30,351,664",Cabin Fever
"$19,097,550",5/2/2007,"$1,500,000","$22,217,183",Waitress
"$14,533,681",9/8/1989,"$1,500,000","$14,533,681",Kickboxer
"$11,806,119",2/26/1988,"$1,500,000","$11,806,119",Bloodsport
"$9,000,000",1/1/1939,"$1,500,000","$9,000,000",Mr. Smith Goes To Washington
"$7,412,216",7/21/1995,"$1,500,000","$20,412,216",Kids
"$7,372,734",10/5/2005,"$1,500,000","$11,191,423",The Squid and the Whale
"$7,025,722",3/13/2002,"$1,500,000","$9,345,061",Kissing Jessica Stein
"$7,000,000",10/31/1945,"$1,500,000","$7,000,000",Spellbound
"$5,100,000",4/20/1979,"$1,500,000","$55,000,000",Dawn of the Dead
"$5,046,118",9/23/1994,"$1,500,000","$5,046,118",Exotica
"$3,491,669",7/26/2013,"$1,500,000","$4,128,828",The To Do List
"$2,408,553",2/1/2013,"$1,500,000","$2,592,308",The Gatekeepers
"$2,380,606",6/26/1998,"$1,500,000","$2,380,606",Buffalo '66
"$2,300,000",3/2/1984,"$1,500,000","$2,300,000",Repo Man
"$2,082,980",10/21/2016,"$1,500,000","$2,082,980",Im Not Ashamed
"$1,690,913",1/18/1985,"$1,500,000","$2,730,877",Blood Simple
"$1,222,889",4/19/2002,"$1,500,000","$12,412,889",Nueve Reinas
"$1,165,881",4/19/2013,"$1,500,000","$1,541,131",The Lords of Salem
"$712,294",3/25/2005,"$1,500,000","$1,126,258",The Ballad of Jack and Rose
"$510,957",8/28/2015,"$1,500,000","$510,957",Unsullied
"$418,953",8/31/1994,"$1,500,000","$418,953",Killing Zoe
"$406,035",5/17/2002,"$1,500,000","$1,840,248",The Believer
"$402,858",3/7/2008,"$1,500,000","$414,404",Snow Angels
"$378,176",8/10/2001,"$1,500,000","$1,619,602",Session 9
"$362,239",2/11/2011,"$1,500,000","$372,239",MOOZ-lum
"$194,568",9/5/2007,"$1,500,000","$194,568",I Want Someone To Eat Cheese With
"$184,705",8/19/2011,"$1,500,000","$184,705",Amigo
"$175,281",9/7/2007,"$1,500,000","$240,396",Hatchet
"$173,066",10/31/2008,"$1,500,000","$173,066",My Name is Bruce
"$163,245",2/5/1936,"$1,500,000","$165,049",Modern Times
"$139,084",5/11/2007,"$1,500,000","$139,084",The Salon
"$119,841",3/22/2002,"$1,500,000","$119,841",Stolen Summer
"$113,169",3/6/2015,"$1,500,000","$113,169",Road Hard
"$75,828",9/28/2005,"$1,500,000","$172,569",Forty Shades of Blue
"$52,429",10/9/2009,"$1,500,000","$52,429",Trucker
"$3,865",5/29/2009,"$1,500,000","$31,916",Pontypool
"$2,105",9/28/2015,"$1,500,000","$2,105","Me, You and Five Bucks"
$0,10/17/2014,"$1,500,000","$236,863",Housebound
$0,11/4/2005,"$1,500,000","$58,692",Wal-Mart: The High Cost of Low Price
$0,3/17/2006,"$1,500,000",$0,Fetching Cody
$0,6/3/2011,"$1,500,000",$0,The Lion of Judah
$0,11/11/2014,"$1,500,000",$0,Once Upon a Time in Queens
$0,2/13/2015,"$1,500,000",$0,Girlhouse
$0,4/17/2015,"$1,500,000",$0,Closer to the Moon
$0,5/26/2015,"$1,500,000",$0,Mutant World
$0,11/20/2015,"$1,500,000",$0,#Horror
$0,9/8/2015,"$1,500,000",$0,Checkmate
"$184,925,485",12/21/1937,"$1,488,000","$184,925,485",Snow White and the Seven Dwarfs
"$2,620,000",1/1/1968,"$1,455,000","$2,620,000",Shalako
"$304,124",4/29/2005,"$1,400,000","$1,261,792",Holy Girl
"$260,441",10/3/2014,"$1,400,000","$1,945,420",La chambre bleue
"$36,830",9/17/2004,"$1,400,000","$56,073",Incident at Loch Ness
"$1,632",4/5/2013,"$1,400,000","$1,632",Eddie: The Sleepwalking Cannibal
$0,12/31/2014,"$1,400,000",$0,Kurmanjan datka
$0,12/31/2015,"$1,400,000",$0,One Shot
$0,12/31/2014,"$1,400,000",$0,House at the End of the Drive
$0,8/21/2001,"$1,377,800",$0,Batman - The Movie
"$3,897,569",3/5/1999,"$1,350,000","$28,356,188","Lock, Stock and Two Smoking Barrels"
"$909,000",8/19/1983,"$1,305,000","$909,000",The Ballad of Gregorio Cortez
"$2,868,000",6/26/1936,"$1,300,000","$5,273,000",San Francisco
"$1,647,780",10/9/1998,"$1,300,000","$1,647,780",Festen
"$749,741",10/11/1996,"$1,300,000","$749,741",Trees Lounge
"$695,840",5/22/2009,"$1,300,000","$1,005,840",The Girlfriend Experience
"$635,305",3/23/2007,"$1,300,000","$635,305",Journey from the Fall
"$609,042",5/5/2000,"$1,300,000","$609,042",The Basket
"$288,751",1/30/2015,"$1,300,000","$288,751",Above and Beyond
"$210,904",3/15/1985,"$1,300,000","$210,904",Def-Con 4
"$100,358",12/9/2005,"$1,300,000","$329,621",Neal n' Nikki
"$77,755",12/19/2003,"$1,300,000","$90,213",The Hebrew Hammer
"$11,278",6/13/2014,"$1,300,000","$16,653",Los insolitos peces gato
"$4,055",4/7/2006,"$1,300,000","$1,738,663",Simon
$0,5/24/2011,"$1,300,000","$13,465",Forget Me Not
$0,12/31/2009,"$1,300,000",$0,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It
$0,6/26/2015,"$1,300,000",$0,The Algerian
"$6,000,000",1/1/1940,"$1,288,000","$6,000,000",Rebecca
"$21,722,776",4/30/1981,"$1,250,000","$21,722,776",Friday the 13th Part 2
"$11,000,000",1/1/1945,"$1,250,000","$11,000,000",The Lost Weekend
"$4,700,000",8/31/1984,"$1,250,000","$4,700,000",C.H.U.D.
"$2,850,357",4/19/2013,"$1,250,000","$2,850,357",Filly Brown
"$2,500,000",1/21/1953,"$1,250,000","$2,500,000",Niagara
$0,10/28/1941,"$1,250,000",$0,How Green Was My Valley
$0,1/13/2015,"$1,250,000",$0,Da Sweet Blood of Jesus
"$140,510,017",9/26/1975,"$1,200,000","$140,549,718",The Rocky Horror Picture Show
"$55,968,727",10/29/2004,"$1,200,000","$103,880,027",Saw
"$24,741,667",8/4/1989,"$1,200,000","$36,741,667","Sex, Lies, and Videotape"
"$18,492,362",2/15/2002,"$1,200,000","$23,046,142",Super Troopers
"$13,876,974",2/22/2002,"$1,200,000","$27,025,600",Monsoon Wedding
"$9,180,275",11/10/2000,"$1,200,000","$10,827,356",You Can Count on Me
"$7,000,000",7/3/1951,"$1,200,000","$7,000,000",Strangers on a Train
"$7,000,000",10/3/1955,"$1,200,000","$7,000,000",The Trouble With Harry
"$6,100,000",12/29/1967,"$1,200,000","$6,100,000","Il buono, il brutto, il cattivo"
"$3,700,000",3/4/2003,"$1,200,000","$3,700,000",The Day the Earth Stood Still
"$2,859,955",4/19/2013,"$1,200,000","$2,859,955",Home Run
"$2,832,029",10/23/1992,"$1,200,000","$2,832,029",Reservoir Dogs
"$2,205,627",7/7/2000,"$1,200,000","$2,509,344",But I'm a Cheerleader
"$2,000,000",12/23/1956,"$1,200,000","$2,000,000",The Wrong Man
"$887,000",1/1/1976,"$1,200,000","$887,000",The Blue Bird
"$595,018",4/13/2012,"$1,200,000","$595,018",Blue Like Jazz
"$376,976",8/28/2015,"$1,200,000","$3,048,209",Que Horas Ela Volta?
"$255,000",11/19/1982,"$1,200,000","$255,000",Q
"$58,936",3/21/2003,"$1,200,000","$58,936",Down & Out with the Dolls
"$26,608",6/1/2012,"$1,200,000","$26,608","Pink Ribbons, Inc."
"$7,826",2/11/2011,"$1,200,000","$7,826",Certifiably Jonathan
"$4,254",9/18/2015,"$1,200,000","$4,254",La navaja de Don Juan
$0,12/31/2008,"$1,200,000","$81,338",Extreme Movie
$0,10/20/1936,"$1,200,000",$0,"Charge of the Light Brigade, The"
$0,6/18/2004,"$1,200,000",$0,Grand Theft Parsons
$0,8/28/2012,"$1,200,000",$0,Below Zero
$0,9/7/2012,"$1,200,000",$0,Crowsnest
$0,9/14/2012,"$1,200,000",$0,Airborne
$0,9/9/2014,"$1,200,000",$0,Cotton Comes to Harlem
$0,2/3/2015,"$1,200,000",$0,Bleeding Hearts
$0,12/31/2013,"$1,200,000",$0,The Wicked Within
"$60,755,732",3/21/2014,"$1,150,000","$63,777,092",Gods Not Dead
"$16,124,543",10/7/2005,"$1,125,000","$18,673,274",Waiting...
"$6,408",5/12/2006,"$1,125,000","$414,736",Dead Man's Shoes
"$16,186,348",12/25/2005,"$1,100,000","$29,005,064",Wolf Creek
"$4,105,123",3/23/2012,"$1,100,000","$9,297,407",Serbuan maut
"$1,355,728",9/4/1987,"$1,100,000","$1,355,728",The Offspring
"$247,740",2/22/2002,"$1,100,000","$247,740",Sex with Strangers
"$56,491",5/18/2012,"$1,100,000","$56,491",Beyond the Black Rainbow
"$39,659",5/14/2003,"$1,100,000","$81,371",Dracula: Pages from a Virgin's Diary
"$2,636",11/21/2014,"$1,100,000","$2,636",The Sleepwalker
$0,3/7/2017,"$1,100,000","$27,561",Departure
$0,4/7/2009,"$1,100,000",$0,Faith Like Potatoes
$0,3/23/2010,"$1,100,000",$0,Lake Mungo
$0,4/7/2015,"$1,100,000",$0,Silent Running
$0,12/31/2010,"$1,100,000",$0,Dead Undead The
$0,12/31/2013,"$1,100,000",$0,The Vatican Exorcisms
"$164,649",12/11/2009,"$1,070,000","$5,348,767",Rocket Singh: Salesman of the Year
"$10,462,500",1/23/1943,"$1,039,000","$10,462,500",Casablanca
"$117,235,147",11/21/1976,"$1,000,000","$225,000,000",Rocky
"$53,261,944",1/6/2012,"$1,000,000","$101,758,489",The Devil Inside
"$37,600,000",10/7/1963,"$1,000,000","$37,600,000",Tom Jones
"$32,482,090",4/17/2015,"$1,000,000","$62,561,449",Unfriended
"$28,262,574",2/8/1976,"$1,000,000","$28,294,466",Taxi Driver
"$24,146,161",5/24/2006,"$1,000,000","$52,769,915",An Inconvenient Truth
"$21,378,361",2/1/1980,"$1,000,000","$21,378,361",The Fog
"$18,119,640",5/25/2012,"$1,000,000","$42,411,721",Chernobyl Diaries
"$17,985,000",4/10/1981,"$1,000,000","$17,985,000",The Howling
"$16,067,035",5/8/1963,"$1,000,000","$59,567,035",Dr. No
"$14,564,000",9/18/1987,"$1,000,000","$14,564,000",Hellraiser
"$10,047,674",9/16/2005,"$1,000,000","$15,943,081",Cry Wolf
"$10,037,390",8/18/2000,"$1,000,000","$10,037,390",Godzilla 2000
"$9,737,892",12/29/2010,"$1,000,000","$16,566,240",Blue Valentine
"$9,015,303",12/2/2005,"$1,000,000","$16,553,163",Transamerica
"$9,000,000",1/1/1970,"$1,000,000","$9,000,000",Beyond the Valley of the Dolls
"$9,000,000",1/1/1956,"$1,000,000","$9,000,000",Love Me Tender
"$7,800,000",1/1/1949,"$1,000,000","$7,800,000",Sands of Iwo Jima
